mnid,clean_cooking,clean_lighting,house_ownership,male_head,literate_head,age_head,share_sq,pol_term,div_index,pol_index,year,new_lu_name,_est_m1,yhat_ols,_est_m2,yhat_fe_div,_est_m3,yhat_fe_both
Falelung Gaunpalika,.055045873,.98951507,.97378767,.75884664,.76802099,46.479687,.6704693725168624,.4159413956804201,.32953063,.58405858,2021,,1,.17324086,1,.10803905,1,.080314688
Phidim Municipality,.064421684,.49352914,.91125625,.70805812,.60751754,46.276382,,,.69030476,.61799383,2011,Phidim,1,.12841938,1,.011880087,1,.025138192
Phidim Municipality,.30577224,.99297971,.8104524,.69032758,.7800312,45.02496,.5914393224000634,.305268609256018,.40856066,.69473141,2021,,1,.43345758,1,.35831383,1,.34505573
Falgunanda Gaunpalika,.015423547,.58580768,.94831151,.76334065,.60048646,48.216942,,,.49991846,.62215793,2011,Falgunanda,1,.012580103,1,-.04119822,1,-.0058781011
Falgunanda Gaunpalika,.095597483,.98113209,.9383648,.73333335,.72201258,48.221382,.7365656128956743,.5233608514536172,.26343438,.47663915,2021,,1,.18800549,1,.15221925,1,.11689913
Kummayak Gaunpalika,.0027777778,.48923874,.95252717,.74705255,.586568,47.500267,,,.64287794,.70256007,2011,Kummayak,1,.048425797,1,-.054039307,1,-.05469203
Kummayak Gaunpalika,.049235992,.97113752,.95415962,.79117149,.72325975,50.920204,.4852547858415619,.1776165964547545,.51474524,.8223834,2021,,1,.22325897,1,.10605308,1,.1067058
Tumbewa Gaunpalika,.0061537297,.49255759,.95834577,.73476267,.63203573,46.697636,,,.72992688,.7195186,2011,Tumbewa,1,.074905135,1,-.023691794,1,-.021592839
Tumbewa Gaunpalika,.051756006,.97412199,.98151571,.77264327,.70609981,49.513863,.5568727878079471,.2083059261203744,.44312721,.79169405,2021,,1,.16949315,1,.08160153,1,.079502575
Miklajung Gaunpalika,.015271861,.53890258,.91988349,.71780282,.63565862,46.961773,,,.68264329,.68752247,2011,Miklajung,1,.11438286,1,-.037682444,1,-.01055451
Miklajung Gaunpalika,.084054388,.95302844,.9233622,.7095179,.78368354,48.871445,.6998736204338627,.4672171160927974,.30012637,.53278291,2021,,1,.22348782,1,.1370087,1,.10988076
Mai Jogmai Gaunpalika,.017866807,.6895209,.95621449,.84536982,.75113708,46.618504,,,.8112703,.55982721,2011,Maijogmai,1,.12053049,1,-.015171035,1,-.041845348
Mai Jogmai Gaunpalika,.079842933,.99345547,.96335077,.84554976,.8062827,48.467278,.465100452623858,.0899990083416924,.53489953,.91000098,2021,,1,.24236292,1,.11288077,1,.13955508
Sandakpur Gaunpalika,.0038224638,.78051418,.93868947,.80241483,.6824345,47.947685,,,.7091608,.67874497,2011,Sandakpur,1,.098647594,1,-.0073259799,1,.018651357
Sandakpur Gaunpalika,.088495575,.9882006,.97492623,.7758112,.76843655,49.135693,.7122580668852123,.460823325876845,.28774193,.5391767,2021,,1,.14571989,1,.09964402,1,.073666684
Illam Municipality,.044949137,.84104031,.93116111,.80095994,.69931352,46.178669,,,.78698587,.58767128,2011,Illam,1,.14317755,1,.042226952,1,.021476476
Illam Municipality,.35003796,.99164766,.83750951,.7289294,.82915717,47.876991,.430181828971083,.0880841954203788,.5698182,.91191578,2021,,1,.43256602,1,.35276014,1,.37351063
Deumai Municipality,.015605829,.7997402,.90540308,.81209385,.72767341,46.015526,,,.77014416,.6238488,2011,Deumai,1,.1798273,1,.049891058,1,.03111825
Deumai Municipality,.11788618,.99390244,.96849591,.8038618,.76117885,49.603657,.5021563569101275,.1410772612143774,.49784365,.85892272,2021,,1,.21108125,1,.083600946,1,.10237376
Fakfokathum Gaunpalika,0,.53459889,.94816685,.76113069,.68661124,46.704636,,,.80980206,.57013941,2011,Fakphokthum,1,.1198054,1,-.021976428,1,-.047382228
Fakfokathum Gaunpalika,.049934298,.98948753,.98160315,.74244416,.74901444,49.197109,.4923675224277986,.1175076753133908,.50763249,.8824923,2021,,1,.19415396,1,.071910724,1,.097316526
Mangsebung Gaunpalika,.0063324082,.50086921,.84603459,.84344739,.64886874,47.357395,,,.66544521,.77848947,2011,Mangsebung,1,.21697845,1,.047806196,1,.087547399
Mangsebung Gaunpalika,.06616541,.95488721,.97744364,.81353384,.75037593,49.685715,.7347943280523879,.5202391958155204,.26520568,.4797608,2021,,1,.1314605,1,.024691621,1,-.015049578
Chulachuli Gaunpalika,.087500006,.72124368,.94535983,.68772095,.63566923,45.209724,,,.7832976,.57908916,2011,Chulachuli,1,.11557235,1,.20191468,1,.19386426
Chulachuli Gaunpalika,.41504854,.99150485,.98058254,.72208738,.72936893,47.753639,.5627185985543832,.2723735739127733,.4372814,.72762644,2021,,1,.18057814,1,.30063385,1,.30868429
Mai Municipality,.015303386,.5780198,.96707821,.76934117,.56237411,44.866241,,,.83497924,.49662718,2011,Mai,1,.093886502,1,.0064060069,1,-.012369867
Mai Municipality,.15984017,.96703297,.98201799,.7312687,.71228772,46.941059,.5456201685018911,.263862883701222,.45437983,.73613709,2021,,1,.18583027,1,.16873755,1,.18751343
Suryodaya Municipality,.11252727,.81879395,.90017712,.84554237,.77096426,46.515144,,,.82672495,.48781392,2011,Suryodaya,1,.20715119,1,.16265474,1,.12825462
Suryodaya Municipality,.28945455,.99054545,.94327271,.81381816,.82254547,49.088001,.5144568008986141,.1338380431407131,.48554319,.86616194,2021,,1,.25462574,1,.23932707,1,.27372721
Rong Gaunpalika,.045975026,.5865196,.97294259,.85972381,.75354099,45.121601,,,.80024916,.53884494,2011,Rong,1,.10289008,1,.067236371,1,.058171503
Rong Gaunpalika,.20604396,.97802198,.98214287,.79532969,.78296703,47.699177,.5819730921797941,.3076603355875704,.41802689,.69233966,2021,,1,.1826549,1,.18478261,1,.19384748
Mechinagar Municipality,.28467983,.7896747,.88334364,.74481833,.65346706,46.6968,,,.86132038,.44012481,2011,Mechinagar,1,.22078952,1,.39005768,1,.37387547
Mechinagar Municipality,.69241381,.99356323,.87126434,.68091953,.77517241,47.520458,.2824929455618985,.2523796814493835,.71750706,.74762034,2021,,1,.41974857,1,.58703595,1,.6032182
Buddhashanti Gaunpalika,.28753179,.88260412,.89979738,.72413063,.69380248,46.268791,,,.82039171,.49355143,2011,Buddhashanti,1,.19329067,1,.41851872,1,.39743161
Buddhashanti Gaunpalika,.70500374,.9947722,.91187453,.65048546,.80059749,47.604931,.3464523844842233,.1764918270055205,.65354764,.82350814,2021,,1,.34657198,1,.57401681,1,.59510392
Arjundhara Municipality,.3162823,.92154962,.89228183,.72967887,.66717327,47.177444,,,.86489052,.42452177,2011,Arjundhara,1,.20792642,1,.4213064,1,.40219858
Arjundhara Municipality,.76896149,.9976663,.85530925,.65227538,.79463243,46.447491,.3351195674367773,.2183323932404164,.66488045,.78166759,2021,,1,.43519172,1,.66393739,1,.68304521
Kankai Municipality,.38812992,.89476085,.86481577,.67208993,.65614974,46.27729,,,.8361125,.47430336,2011,Kankai,1,.24038191,1,.50637549,1,.49256968
Kankai Municipality,.75939852,.99624062,.89097744,.61127818,.7631579,47.55188,.3418612519908493,.262645943206735,.65813875,.73735404,2021,,1,.37142113,1,.64115298,1,.65495872
Shivasatakshi Municipality,.19105111,.84972972,.93595982,.6829803,.61681795,47.875244,,,.8555302,.45724371,2011,Shivasataxi,1,.13166404,1,.25387475,1,.23709546
Shivasatakshi Municipality,.54025155,.9937107,.9106918,.59874213,.74591196,48.125786,.2977955794917762,.2189426817931235,.70220441,.7810573,2021,,1,.35012501,1,.4774279,1,.4942072
Kamal Gaunpalika,.28727245,.89663881,.88592392,.70446432,.7105732,47.917213,,,.85233498,.45728582,2011,Kamal,1,.21437512,1,.44015664,1,.41941452
Kamal Gaunpalika,.72372371,.990991,.90015018,.58183181,.74924922,48.659161,.3227937186979943,.2014909076970071,.67720628,.79850912,2021,,1,.35496119,1,.57083952,1,.59158164
Damak Municipality,.60091746,.93944955,.69678897,.66880733,.7646789,44.06422,,,.86696762,.41863537,2011,Damak,1,.51282245,1,.69331825,1,.66995567
Damak Municipality,.90904522,1,.72060299,.56180906,.82814068,45.504021,.3106926763430238,.236381147056818,.68930733,.76361883,2021,,1,.63911057,1,.81664443,1,.84000701
Gauradaha Municipality,.1686977,.82176989,.92033762,.74377722,.61933106,48.624592,,,.83661115,.49567348,2011,Gauradhaha,1,.14635114,1,.26549494,1,.2566371
Gauradaha Municipality,.54711676,.98804504,.89873415,.68495077,.68706048,49.602673,.3370663894673953,.2647108272649348,.66293359,.73528916,2021,,1,.34236032,1,.4503195,1,.45917737
Gauriganj Gaunpalika,.073790222,.48430228,.966892,.84596705,.56873912,46.177193,,,.87552536,.38655287,2011,Gauriganj,1,.10138753,1,.07206919,1,.052480046
Gauriganj Gaunpalika,.22731614,.96657115,.97230184,.71442217,.64565426,47.802292,.2754497335045016,.2981287529692054,.72455025,.70187128,2021,,1,.26119357,1,.22903717,1,.24862632
Jhapa Gaunpalika,.091890313,.65044379,.96864647,.79790509,.51211572,45.148033,,,.87869823,.39214492,2011,Jhapa,1,.096458465,1,.09934976,1,.083916873
Jhapa Gaunpalika,.26628351,.98563218,.97318006,.64942527,.58620691,46.678162,.236646767179991,.3186148519162089,.76335323,.68138516,2021,,1,.26716009,1,.25882408,1,.27425694
Barhadashi Gaunpalika,.13659805,.65041,.96271241,.73018646,.53519022,47.370441,,,.88206106,.39019507,2011,Barhadashi,1,.094568841,1,.17001274,1,.14957535
Barhadashi Gaunpalika,.39573678,.98053753,.96570897,.6932345,.70528269,48.646896,.2589403284091532,.2800931322854012,.74105966,.71990687,2021,,1,.27786782,1,.36232209,1,.38275948
Birtamod Municipality,.48536909,.91381413,.72137916,.7574361,.7098344,44.915188,,,.87302125,.38889578,2011,Birtamod,1,.47033679,1,.52516907,1,.51007813
Birtamod Municipality,.83036143,.99421686,.67084336,.62409639,.83421689,44.485302,.2861667753240908,.2858475125394762,.71383321,.71415251,2021,,1,.7244758,1,.79056144,1,.80565238
Haldibari Gaunpalika,.18786915,.855645,.91858268,.73606777,.65222174,47.103489,,,.84469986,.47532538,2011,Haldibari,1,.16374375,1,.28640383,1,.26919839
Haldibari Gaunpalika,.50700003,.99199998,.94,.70899999,.72799999,48.738998,.289862653532964,.2241777735762298,.71013737,.77582222,2021,,1,.30845129,1,.40846536,1,.4256708
Bhadrapur Municipality,.28338206,.82439148,.90123796,.72206312,.64897388,46.995335,,,.85485345,.44706872,2011,Bhadrapur,1,.19080627,1,.39489874,1,.3863028
Bhadrapur Municipality,.68325794,.98383969,.89398837,.63994831,.74208146,48.478992,.2380491427429661,.3132911785505712,.76195085,.68670881,2021,,1,.38920736,1,.57174128,1,.58033717
Kachanakawal Gaunpalika,.075768314,.55566519,.97252083,.82779479,.53308696,46.241859,,,.75051707,.63914704,2011,Kachankawal,1,.052617468,1,.054525558,1,.063642651
Kachanakawal Gaunpalika,.20175439,.9868421,.96754384,.66140354,.58771932,47.304386,.3141152148646142,.2610833126818761,.68588477,.7389167,2021,,1,.25042272,1,.22299714,1,.21388006
Miklajung Gaunpalika,.060530785,.57975399,.95200175,.7201528,.61622244,46.010399,,,.66879845,.45913398,2011,Miklajung,1,.067921013,1,.12032224,1,.094787836
Miklajung Gaunpalika,.3618677,.99124515,.95233464,.66536963,.7480545,47.18969,.4156283764717728,.147899592295289,.58437163,.85210043,2021,,1,.26572713,1,.30207625,1,.32761064
Letang Municipality,.10676329,.64240789,.93796515,.63371909,.6160962,44.566547,,,.7525003,.56759304,2011,Letang,1,.11668268,1,.19564208,1,.18254182
Letang Municipality,.46496814,.99090081,.92629665,.62693357,.73339397,46.89809,.4992501484916261,.2079273455310613,.50074983,.79207265,2021,,1,.27745539,1,.37608933,1,.38918963
Kerabari Gaunpalika,.021883048,.65623486,.93498027,.64834881,.56775022,44.364975,,,.75576818,.56649315,2011,Kerabari,1,.11683636,1,.12086761,1,.10335481
Kerabari Gaunpalika,.37033492,.97990429,.94449759,.64593303,.69377989,47.564594,.4714238640167991,.188097722013481,.52857614,.81190228,2021,,1,.25112695,1,.27135035,1,.28886315
Sundarharaicha Municipality,.34304792,.85462821,.88490212,.7148971,.6633718,45.810719,,,.87066364,.41866419,2011,Sundarharaicha,1,.22658633,1,.50245452,1,.48178342
Sundarharaicha Municipality,.82480693,.9937259,.89237452,.63320464,.76303089,46.417953,.3165039071291176,.2427720784326084,.68349612,.7572279,2021,,1,.38349238,1,.66540033,1,.6860714
Belbari Municipality,.19295977,.87134206,.92578089,.70594114,.60517663,47.119446,,,.88707882,.37384716,2011,Belbari,1,.15818016,1,.32790872,1,.30131245
Belbari Municipality,.63002366,.99231678,.93026006,.59574467,.69858158,47.851063,.2757637150052688,.2330010464065708,.72423631,.76699895,2021,,1,.32377082,1,.49507472,1,.521671
Kanepokhari Gaunpalika,.16746537,.70501524,.9449777,.74931461,.56578904,47.2644,,,.87048858,.4040103,2011,Kanepokhari,1,.12160537,1,.24914609,1,.22372165
Kanepokhari Gaunpalika,.48648649,.98902029,.95777029,.68158782,.68327701,49.245777,.2775278129002174,.2385973549680784,.72247219,.76140267,2021,,1,.27720752,1,.40480578,1,.43023023
Pathari Shanishchare Municipality,.21795234,.84724826,.9007737,.66253722,.61275709,47.680527,,,.88499093,.38043815,2011,Patahrishanishchare,1,.18949321,1,.34775329,1,.31482187
Pathari Shanishchare Municipality,.61787075,.99493027,.91571611,.63434726,.70532322,48.88213,.3370495701938125,.1934682459104806,.66295046,.80653173,2021,,1,.32338688,1,.4880698,1,.52100122
Urlabari Municipality,.38563117,.90597367,.83884799,.68026364,.67413813,46.84697,,,.87460023,.40551198,2011,Uralabari,1,.28732613,1,.51294613,1,.48763791
Urlabari Municipality,.78104991,.99807936,.86427659,.64084506,.79001278,47.345711,.309779606826396,.2149657707195729,.69022042,.78503424,2021,,1,.42372662,1,.65373498,1,.67904317
Ratuwamai Municipality,.088933259,.61566639,.96219188,.79130936,.50685173,46.565758,,,.87421232,.39314994,2011,Ratuwamai,1,.095534787,1,.12235812,1,.11247624
Ratuwamai Municipality,.34283677,.98075551,.96436208,.71988595,.65288669,47.824661,.2180575369711732,.3566975626163185,.78194249,.64330244,2021,,1,.28953084,1,.30941191,1,.3192938
Sunwarshi Municipality,.05095011,.6221205,.97263771,.85058093,.49094409,45.575386,,,.84309083,.44444713,2011,Sunwarshi,1,.077147976,1,.02615511,1,.026790686
Sunwarshi Municipality,.1580967,.97083652,.97467381,.75825018,.56178051,46.773598,.2025222473903341,.3791588698513806,.79747778,.62084115,2021,,1,.27402097,1,.1828917,1,.18225613
Rangeli Municipality,.10413937,.64382887,.97578269,.78267658,.52698255,46.354954,,,.84514594,.40040344,2011,Rangeli,1,.071831375,1,.10256437,1,.089775823
Rangeli Municipality,.26181546,.96174043,.96174043,.74793696,.57989496,48.296326,.2393316116613278,.3243043469265103,.7606684,.67569566,2021,,1,.27561265,1,.26339045,1,.27617899
Gramthan Gaunpalika,.09426105,.60231584,.9821347,.77018076,.59041107,44.185196,,,.5951311,.62721807,2011,Gramthan,1,.012836122,1,.16211954,1,.16856533
Gramthan Gaunpalika,.37805983,.98640072,.96373528,.79238439,.63644606,48.188576,.3816807636867452,.2809302522800863,.61831921,.71906972,2021,,1,.24233174,1,.31020135,1,.30375555
Budhiganga Gaunpalika,.17308891,.73607582,.89874899,.83331245,.59164339,42.882717,,,.77124101,.48686296,2011,Budhiganga,1,.18916351,1,.28844246,1,.2896921
Budhiganga Gaunpalika,.55054432,.9867807,.90590978,.74183518,.66329706,44.800156,.2257866648487834,.3472336560953408,.77421331,.65276635,2021,,1,.38861012,1,.43519077,1,.43394113
Biratnagar Metropolitian City,.060638297,.54100305,.98514688,.58808511,.40193516,41.85865,,,.87119925,.4197576,2011,Biratnagar,1,.068283111,1,.15750042,1,.14458199
Biratnagar Metropolitian City,.80547947,.99178082,.77499998,.74623287,.79657537,46.245892,.229777547516278,.3464721944183111,.77022243,.6535278,2021,,1,.58219248,1,.70861733,1,.7215358
Katahari Gaunpalika,.078482375,.54952866,.96692085,.88266373,.44692096,43.1133,,,.80995309,.46009842,2011,Katahari,1,.084554955,1,.14494959,1,.1378893
Katahari Gaunpalika,.43734014,.97953963,.93606138,.7936914,.58056265,45.181587,.2329956379298892,.3141338990535587,.76700437,.68586612,2021,,1,.3323136,1,.37087291,1,.3779332
Dhanapalthan Gaunpalika,.028021326,.54519403,.97570962,.86066335,.42623776,44.45023,,,.80009848,.4942553,2011,Dhanpalthan,1,.058540758,1,-.025922222,1,-.040789016
Dhanapalthan Gaunpalika,.0941073,.98153037,.96833771,.76341248,.51275283,46.336853,.2983417867071694,.2216569478623569,.70165819,.77834308,2021,,1,.25198898,1,.14805084,1,.16291764
Jahada Gaunpalika,.009872078,.33661577,.99803925,.81815547,.37604785,43.351582,,,.8321957,.46259832,2011,Jahada,1,.034141131,1,-.052883152,1,-.078700498
Jahada Gaunpalika,.066137567,.9559083,.99559081,.86948854,.54056436,45.761024,.3377032714447523,.1867967613507062,.66229671,.81320322,2021,,1,.21256143,1,.12889279,1,.15471014
Dharan Sub-Metropolitian City,.092813067,.91010439,.95025134,.65716594,.63360739,44.771957,,,.79189271,.53661972,2011,Dharan,1,.11233972,1,.22628273,1,.22199881
Dharan Sub-Metropolitian City,.87745297,.99639565,.73247898,.57629156,.83099717,45.647575,.4346091802872252,.2508937274105847,.56539083,.74910629,2021,,1,.587556,1,.74398333,1,.74826723
Barahachhetra Municipality,.1072763,.77477306,.94070959,.66851866,.56004751,46.638668,,,.89672816,.34141493,2011,Barah,1,.13531557,1,.22181754,1,.20288005
Barahachhetra Municipality,.47773972,.99257994,.96175802,.6170091,.66381276,47.502853,.2443229972850531,.3310970589518547,.75567698,.66890293,2021,,1,.28605324,1,.36319849,1,.38213596
Koshi Gaunpalika,.021960326,.59324551,.95184898,.84496444,.43444759,42.1241,,,.82356697,.50765026,2011,Koshi,1,.11232819,1,-.0011383315,1,-.0166046
Koshi Gaunpalika,.081726357,.98255283,.97887969,.80348945,.49770433,44.730946,.296606484095264,.2256219494156539,.70339352,.77437806,2021,,1,.24566402,1,.10482501,1,.12029129
Bhokraha Narsingh Gaunpalika,.010564541,.62972701,.96327013,.84839344,.31106156,44.256725,,,.78564465,.57936287,2011,Bhokraha Narsingh,1,.057195283,1,-.050698437,1,-.055229031
Bhokraha Narsingh Gaunpalika,.064425774,.98692811,.98506069,.80298787,.48926237,44.35294,.3127713134230614,.1982263819663785,.68722868,.80177361,2021,,1,.2333473,1,.12568875,1,.13021934
Ramdhuni Municipality,.17378075,.81994426,.95857882,.740933,.53635597,46.512585,,,.8207019,.49670833,2011,Ramdhuni,1,.088385493,1,.24273108,1,.24261045
Ramdhuni Municipality,.52836639,.98838001,.94463432,.64251536,.67874229,46.535885,.2631712994175359,.3072590506635606,.73682868,.69274098,2021,,1,.31303111,1,.45941606,1,.4595367
Itahari Sub-Metropolitian City,.34959066,.88444084,.82408583,.7069124,.63491011,42.409279,,,.7794522,.49256948,2011,Itahari,1,.30150467,1,.44618672,1,.44227302
Itahari Sub-Metropolitian City,.83321142,.9967081,.76554501,.58741772,.81858081,44.426483,.2499960252553137,.3056202097795904,.75000399,.69437981,2021,,1,.5982281,1,.73661536,1,.74052906
Duhabi Municipality,.12948701,.70166522,.89013958,.86522979,.52884936,43.373585,,,.7909165,.50927496,2011,Duhabi,1,.19657983,1,.17449853,1,.18443851
Duhabi Municipality,.44343576,.98463684,.87290502,.73463684,.67248601,43.817738,.2106653590017231,.3731709243729711,.78933465,.62682909,2021,,1,.44587848,1,.39842424,1,.38848427
Gadhi Gaunpalika,.024130039,.70050412,.99553841,.83667684,.47215742,44.805676,,,.76474726,.51355779,2011,Gadhi,1,.024161767,1,-.001576602,1,-.013137004
Gadhi Gaunpalika,.18416031,.97232825,.97614503,.74236643,.60114503,46.222328,.3087566754050215,.2162821854581125,.69124335,.78371781,2021,,1,.24999264,1,.20986694,1,.22142735
Inaruwa Municipality,.091690384,.79595762,.97692561,.83187258,.45736429,45.310184,,,.76608992,.50107813,2011,Inaruwa,1,.04585259,1,.11148935,1,.11972118
Inaruwa Municipality,.44331983,.99325234,.91160595,.71524966,.6680162,47.26046,.2000405894511914,.3875309898285195,.79995942,.61246902,2021,,1,.37402442,1,.42352086,1,.41528901
Harinagar Gaunpalika,.011193411,.71684092,.99093854,.85029006,.43858117,45.576988,,,.65329719,.55158889,2011,Harinagar,1,-.0090765003,1,-.045527242,1,-.048776805
Harinagar Gaunpalika,.067924529,.99622643,.99245286,.80000001,.52169812,44.107548,.427329484031322,.1866351441858569,.57267052,.81336486,2021,,1,.19637874,1,.12464518,1,.12789474
Dewangunj Gaunpalika,.0071051503,.6393581,.98640943,.89837921,.38853389,45.343349,,,.81255943,.5241015,2011,Dewanganj,1,.038024515,1,-.054755244,1,-.060462635
Dewangunj Gaunpalika,.081488937,.98591548,.98189133,.86317909,.53521127,45.210262,.4730603758160328,.2751276343187783,.52693963,.72487235,2021,,1,.19598936,1,.14334933,1,.14905672
Barju Gaunpalika,.018355228,.75454021,.96872056,.90442395,.4535208,43.936092,,,.86615252,.3952727,2011,Barju,1,.094778232,1,-.00063654216,1,-.020107314
Barju Gaunpalika,.15254237,.97507477,.97607177,.79561317,.56630111,44.566299,.2738461771830316,.2682660564314574,.72615385,.73173392,2021,,1,.26595509,1,.17153414,1,.19100492
Belaka Municipality,.013986304,.54467237,.98349738,.73201662,.52798998,43.95137,,,.66022164,.50417268,2011,Belaka,1,.020958383,1,-.0011067477,1,-.012706331
Belaka Municipality,.18332022,.96931553,.974823,.62785208,.67112511,46.419353,.3113918569133602,.2276557271834463,.68860817,.77234429,2021,,1,.25609496,1,.19841328,1,.21001285
Chaudandigadhi Municipality,.03655111,.72258997,.93908256,.72029549,.55180466,46.119659,,,.74943632,.62165666,2011,Chaudandigadhi,1,.099508286,1,.077665873,1,.081968322
Chaudandigadhi Municipality,.28725037,.97926265,.94393241,.63287252,.67127496,48.500767,.2782495732199095,.2602776949061081,.72175044,.73972231,2021,,1,.29759744,1,.24613561,1,.24183317
Triyuga Municipality,.006510417,.59301972,.96095031,.7439903,.51354349,44.537338,,,.74887788,.66611761,2011,Triyuga,1,.072822578,1,.089250699,1,.10872003
Triyuga Municipality,.47853404,.99162304,.91518325,.62931937,.75863874,45.032459,.245298963653795,.3018570693675429,.75470102,.69814295,2021,,1,.37831241,1,.39579377,1,.37632445
Rautamai Gaunpalika,.0076665878,.54930365,.94590127,.78469253,.51857573,45.727951,,,.74554861,.64706194,2011,Rautamai,1,.088384114,1,-.0051776678,1,-.0079940837
Rautamai Gaunpalika,.10836763,.96707821,.96433473,.73388201,.5925926,47.677639,.4854003562046501,.2087499969638884,.51459962,.79124999,2021,,1,.20753512,1,.12121189,1,.1240283
