mnid,clean_cooking,clean_lighting,div_index,pol_index,new_lu_name,yhat_ols,yhat_fe_div,yhat_fe_both
Bagmati Gaunpalika,.20650955,.99102134,.15935111,.29576147,,.083443969,.18714823,.12676576
Rapti Municipality,.64072275,.98193192,.60309124,.8347429,,.28649548,.29902342,.31754416
Kalika Municipality,.71394986,.98040754,.60419691,.81014091,,.29965311,.52766418,.54480857
Ichchha Kamana Gaunpalika,.39150402,.96096438,.27310061,.48056751,,.27014846,.33761007,.30462402
Bharatpur Metropolitan City,.89553016,.99740124,.66790521,.79213023,,.61868995,.8510406,.85758078
Ratnanagar Municipality,.86576426,.99774396,.68272775,.75801581,,.44476759,.80123752,.7951771
Khairahani Municipality,.852,.99733335,.71907669,.76275527,,.4271169,.72500229,.72951746
Madi Municipality,.51652175,.97652173,.76042438,.71504956,,.33808947,.36261606,.36394268
Chumanubri Gaunpalika,.089324616,.98474944,.013992449,.027825756,,.046343345,.10409505,.064960435
Ajirkot Gaunpalika,.18153365,.98904538,.55739111,.82993746,,.19783376,.17992005,.18414059
Barpak Sulikot Gaunpalika,.21526197,.98974943,.42624086,.68548161,,.12862049,.17995401,.1696174
Dharche Gaunpalika,.054711245,.99544072,.089117393,.17524496,,.022508439,.11696766,.067142613
Aarughat Gaunpalika,.27450982,.98846596,.53802639,.79884088,,.22901253,.25910199,.27494496
Bhimsenthapa Gaunpalika,.23164557,.99620253,.65042061,.86089456,,.19319196,.20157507,.21652544
Siranchowk Gaunpalika,.2309496,.98593199,.65065861,.86160213,,.22139166,.23766772,.25197783
Palungtar Municipality,.43837881,.98842019,.64628071,.87671447,,.2707217,.35894221,.39335069
Gorkha Municipality,.64586258,.99579245,.67551696,.82411426,,.50928044,.60331851,.60683006
Shahid Lakhan Gaunpalika,.35574839,.99566162,.5008052,.76145637,,.19660781,.31545582,.31412572
Gandaki Gaunpalika,.32727271,.9939394,.53579378,.80171126,,.18104249,.27566046,.28573057
Narpa Bhumi Gaunpalika,.015151516,.95454544,.26817554,.45346308,,.19233565,.081993751,.084025964
Manang Ngisyang Gaunpalika,.34020618,.99484539,.4132964,.62415838,,.49045867,.18328777,.16501589
Chame Gaunpalika,.21935484,.95483869,.56351674,.82875216,,1.0457883,.25357783,.26634178
Nason Gaunpalika,.28488371,1,.12843393,.24491708,,.33595449,.17534347,.12001684
Lo Ghekar Damodarkunda Gaunpalika,.70238096,.95833331,.092240147,.17643492,,.17142871,.45558685,.43118683
Gharpajhong Gaunpalika,.85350317,.97133756,.61698782,.83163875,,1.0318049,.78030378,.79084307
Varagung Muktichhetra Gaunpalika,.65106386,.97446811,.33240429,.56690502,,.60992175,.56238216,.53327155
Lomanthang Gaunpalika,.2596685,.97237569,.16847697,.32832634,,.18712386,.27179018,.24092466
Thasang Gaunpalika,.45914397,.9766537,.5313431,.84695607,,.64642584,.29775035,.31120351
Annapurna Gaunpalika,.26059654,.97174257,.48635921,.74015099,,.33792466,.22102839,.23353013
Raghuganga Gaunpalika,.12409812,.98557001,.65343702,.87535793,,.300051,.12253989,.12176862
Dhawalagiri Gaunpalika,.081355929,.95762712,.63353908,.89393848,,.25081715,.087196738,.077956893
Malika Gaunpalika,.16780354,.97953618,.53345144,.89908969,,.34469616,.20690545,.20015548
Mangala Gaunpalika,.18712574,.99251497,.65303236,.88101834,,.33361182,.23095284,.24066606
Beni Municipality,.46265939,.99089253,.65357733,.86215043,,.64261591,.49166492,.49126309
Madi Gaunpalika,.12554744,.98978102,.65093905,.88747936,,.25056034,.13784054,.15643004
Machhapuchchhre Gaunpalika,.47119817,.98847926,.66658992,.87641788,,.35650527,.40119788,.41569379
Annapurna Gaunpalika,.2895349,.99418604,.66507477,.88244838,,.37311509,.23857115,.25612688
Pokhara Metropolitan City,.91258818,.99529815,.64834362,.85710418,,.84196007,.90014863,.88951302
Rupa Gaunpalika,.26086956,.99844718,.68647027,.81799185,,.269548,.23054558,.24553494
Dordi Gaunpalika,.26344827,1,.44477335,.71532059,,.16192991,.25296211,.24673571
Marshyangdi Gaunpalika,.25686812,.99450547,.54400724,.82387948,,.2352643,.26324499,.26441085
Kwhola Sothar Gaunpalika,.09791667,.99583334,.38258794,.70317978,,.18815807,.12422954,.11126522
Madhya Nepal Municipality,.45833334,.99324322,.66665858,.86432999,,.35845649,.40652436,.42255628
Bensishahar Municipality,.65314567,.99337751,.64628261,.86804628,,.5981245,.64904064,.65216649
Sundarbazar Municipality,.67570281,.99096388,.62788594,.87982088,,.46324015,.6572057,.66841698
Rainas Municipality,.60522878,.99084967,.66459411,.8693701,,.2274915,.49993134,.52404469
Dudhapokhari Gaunpalika,.10474309,.99604744,.34431162,.58949345,,.1124606,.14654899,.11927798
Bhanu Municipality,.51345122,.99615681,.67284989,.83604276,,.30540699,.46266082,.48364237
Byas Municipality,.69618833,.99663675,.64229918,.83110136,,.58279818,.66359067,.666237
Myagde Gaunpalika,.44816053,.99665552,.61181664,.86570489,,.36614028,.4338612,.45552662
Shuklagandaki Municipality,.69300067,.99722803,.64775133,.850595,,.52012444,.627051,.64542162
Bhimad Municipality,.41135457,.99501991,.60431379,.83163047,,.37802261,.4067142,.40887362
Ghiring Gaunpalika,.21374045,.99236643,.47622359,.77147901,,.19049025,.22931316,.2247387
Rhishing Gaunpalika,.17320703,.97970229,.37683728,.63494146,,.18280885,.21157762,.1951708
Devghat Gaunpalika,.43012422,.97515529,.36518386,.64972526,,.24084999,.34227413,.31543621
Bandipur Gaunpalika,.52344739,.99112803,.59619427,.81068045,,.44754264,.49079674,.49446863
Aanbu Khaireni Gaunpalika,.70391703,.99654377,.49393174,.74307036,,.65006673,.70744163,.68737727
Gaidakot Municipality,.85637665,.99761623,.60541224,.84487975,,.56246775,.77017611,.78518909
Bulingtar Gaunpalika,.1009772,.99185669,.38994214,.65676355,,.17307845,.14844412,.14633165
Baudikali Gaunpalika,.20855615,.98573977,.43876055,.70930105,,.2248984,.2442954,.24516091
Hupsekot Gaunpalika,.36050516,.98507464,.46255901,.70557302,,.23516284,.30152684,.29153752
Devchuli Municipality,.81714284,.99571431,.68949634,.7947998,,.4928219,.70745617,.70897555
Kawasoti Municipality,.72521245,.99490082,.73197007,.74959582,,.4941712,.66140079,.65516192
Madhya Bindu Municipality,.46477902,.99171269,.69863021,.78537077,,.34084898,.39618155,.39633286
Binayi Tribeni Gaunpalika,.4930748,.99168974,.61739445,.75692767,,.35845163,.41460276,.41362533
Putalibazar Municipality,.49880287,.99680763,.62829274,.8514154,,.43116826,.45846328,.45149231
Phedikhola Gaunpalika,.33389831,.99830508,.59105384,.8652249,,.2761699,.27966264,.29411727
Aandhikhola Gaunpalika,.19259259,.99407405,.51426977,.83193034,,.20606336,.16686942,.16842309
Arjun Choupari Gaunpalika,.17021276,.99544072,.54273087,.8441059,,.22977114,.19722222,.20180529
Bhirkot Municipality,.359447,.9988479,.64064908,.85763496,,.2968626,.35802075,.36880457
Biruwa Gaunpalika,.16220239,.99851191,.52497655,.82132685,,.23914701,.20278499,.20788696
Harinas Gaunpalika,.1563981,1,.53195113,.78820229,,.18213785,.1891388,.18977527
Chapakot Municipality,.28718534,.99542332,.64991128,.87001514,,.3014521,.29358062,.30724055
Walling Municipality,.52985072,.99925375,.63013816,.88673139,,.49887371,.5121507,.50844496
Galyang Municipality,.25948104,.99600798,.6114924,.90274507,,.32179931,.25846183,.25457823
Kaligandaki Gaunpalika,.13466667,.99866664,.58342654,.86831379,,.25296518,.16187562,.16299222
Modi Gaunpalika,.18260869,.99378884,.60948634,.86638993,,.32374048,.20493017,.21889699
Jaljala Gaunpalika,.36352941,.9929412,.65875518,.86567819,,.44362676,.35935637,.36019042
Kushma Municipality,.43380517,.99500418,.61034429,.85811681,,.51610649,.45199743,.44899389
Phalebas Municipality,.11658654,.99759614,.50671542,.83621985,,.21679378,.15357131,.1513845
Mahashila Gaunpalika,.050660793,.99779737,.64630902,.88535511,,.24672736,.14450034,.15057021
Bihadi Gaunpalika,.06679035,.99072355,.63792014,.86784589,,.23882087,.12251265,.13019058
Paiyu Gaunpalika,.20868114,.99833053,.62718904,.87805182,,.32976982,.24901499,.24215615
Baglung Municipality,.4593496,.9911924,.60966074,.83526266,,.5519793,.48613781,.47008523
Kathekhola Gaunpalika,.057919621,.9893617,.64931965,.89092046,,.24772698,.11048216,.1203928
Tarakhola Gaunpalika,.040816326,.99591839,.58504033,.85126567,,.23776317,.11095149,.11225498
Tamankhola Gaunpalika,.064761907,.98476189,.523175,.96008152,,.25162166,.12441171,.12552708
Dhorpatan Municipality,.29132232,.98243803,.65567929,.87665921,,.44036633,.33077261,.32223946
Nisikhola Gaunpalika,.069174759,.967233,.6639632,.88675153,,.25058573,.12713642,.12961584
Badigad Gaunpalika,.11597374,.98358864,.56365776,.82824624,,.26028642,.15816854,.15135054
Galkot Municipality,.23427992,.99797159,.65593404,.88120294,,.39142942,.23984012,.24348074
Bareng Gaunpalika,.069395021,.9822064,.65761572,.86852974,,.28469452,.12657642,.13047878
Jaimini Municipality,.073993474,.99673557,.66495967,.8855297,,.27504253,.13888893,.14691126
Putha Uttanganga Gaunpalika,.033898305,.99293786,.59319907,.87354392,,.22509328,.12915039,.12434713
Sisne Gaunpalika,.14468086,.98014182,.59063822,.87467635,,.27196664,.18274003,.19295678
Bhoome Gaunpalika,.021520803,.98708749,.44984916,.74974293,,.17433059,.10723682,.090062566
Sunchhahari Gaunpalika,.033175357,.94470775,.42873532,.71458024,,.16415389,.1292005,.11209347
Thawang Gaunpalika,.081081077,.99227798,.25623074,.49038929,,.1506037,.16802675,.13964254
Pariwartan Gaunpalika,.045822103,.99865228,.58341962,.90377277,,.23256204,.11808242,.10277833
Gangadev Gaunpalika,.051460363,.97774684,.37956285,.64097041,,.16458808,.14620352,.11636519
Madi Gaunpalika,.05652174,.99420291,.58108741,.85411102,,.26165619,.1461456,.12445969
Tribeni Gaunpalika,.058603492,.99002492,.6407128,.89297009,,.25724107,.09783721,.083404072
Rolpa Municipality,.19716981,.97735852,.62869042,.89515316,,.42549613,.27705389,.2653434
Runtigadhi Gaunpalika,.067738235,.9747417,.64176029,.8927803,,.25604591,.12596089,.11979893
Sunil Smriti Gaunpalika,.10481283,.98395723,.64664495,.8855232,,.30788964,.2125265,.20622453
Lungri Gaunpalika,.091245376,.9617756,.60557103,.89179146,,.18724947,.17205819,.15323792
Gaumukhi Gaunpalika,.066991471,.95371497,.66016006,.88682115,,.23218861,.11703529,.11974733
Naubahini Gaunpalika,.082714744,.97136796,.63627839,.87751806,,.23317719,.15435325,.15251808
Jhimaruk Gaunpalika,.062360801,.9855234,.53522104,.82296801,,.1999774,.14047322,.13955233
Pyuthan Municipality,.22331691,.99261081,.64380503,.86605495,,.32972306,.28132683,.28979176
Sworgadwari Municipality,.10078278,.98630136,.63563871,.88977176,,.25460029,.16448583,.16396202
Mandavi Gaunpalika,.099085368,.99847561,.62673771,.89045101,,.27846217,.17001395,.1677411
Mallarani Gaunpalika,.10853835,.98697537,.66890442,.85941005,,.27849099,.166967,.17710996
Aairawati Gaunpalika,.044871796,.98974359,.63525295,.88839149,,.22086124,.10898226,.12271975
Sarumarani Gaunpalika,.1388889,.99722224,.49217916,.74866563,,.23337907,.14699668,.14708515
Kali Gandaki Gaunpalika,.11864407,1,.62402725,.87274092,,.2445536,.14525087,.14621332
Satyawoti Gaunpalika,.10969388,.99489796,.64336693,.88964713,,.26795962,.12810819,.1371052
Chandrakot Gaunpalika,.18264249,.98704666,.6664955,.87051302,,.32265487,.1960358,.20158781
Musikot Municipality,.092651755,.98935038,.64430362,.88234556,,.26358232,.12653431,.13749522
Isma Gaunpalika,.035019454,.9922179,.61932904,.87938809,,.19194587,.092817433,.10277463
Malika Gaunpalika,.050568901,.98862201,.64799619,.88422501,,.22274958,.12248023,.12593794
Madane Gaunpalika,.046776231,.99115044,.51091588,.82483953,,.22731757,.14606887,.14063001
Dhurkot Gaunpalika,.039850559,.99501866,.61769539,.87410617,,.20184609,.10894343,.11939768
Resunga Municipality,.43137255,.99533147,.59563082,.83836585,,.55208164,.46119106,.44844118
Gulmi Durbar Gaunpalika,.06818182,.99873739,.61068273,.9084006,,.19820577,.092800744,.098537907
Chhatrakot Gaunpalika,.10288582,.99623591,.64446676,.88914162,,.22765389,.11803241,.12406613
Ruruchhetra Gaunpalika,.19047619,.99319726,.64136553,.87947315,,.31429026,.20075278,.21213236
Chhatradev Gaunpalika,.02978236,.99770904,.59559739,.82185715,,.19385555,.093773901,.09531913
Malarani Gaunpalika,.028384279,.99563318,.60329574,.86985731,,.18243799,.078744099,.076890729
Bhumikasthan Municipality,.029381966,.99392098,.64965332,.88514143,,.2111392,.099950664,.11039403
Sandhikharka Municipality,.31940064,.9960568,.59800988,.83016688,,.46148133,.36421376,.36322576
Panini Gaunpalika,.03690888,.99423301,.65192139,.8786552,,.24457891,.10898115,.11119688
Shitaganga Municipality,.061650045,.96554852,.64805728,.88008261,,.27303177,.11693364,.1198251
Rampur Municipality,.56979591,.99591839,.63589394,.86013001,,.45935631,.54950851,.55604452
Purbakhola Gaunpalika,.19158201,.99709725,.28361204,.50175196,,.17000164,.20986736,.17287578
Rambha Gaunpalika,.1884253,.99596232,.46883559,.73671728,,.20373957,.19439889,.18917048
Baganaskali Gaunpalika,.16666667,.99871796,.56975245,.87625194,,.21547142,.17550161,.17105477
Tansen Municipality,.62879324,.99576569,.62510574,.87420881,,.72176379,.67524993,.64668947
Ribdikot Gaunpalika,.14545454,.99720281,.60516357,.86281413,,.23735762,.15762857,.16254304
Rainadevi Chhahara Gaunpalika,.10204082,.99546486,.55140334,.82971841,,.22067852,.1470968,.14110434
Tinau Gaunpalika,.2025862,.99425286,.35051706,.60127759,,.21215846,.21165761,.19898903
Mathagadhi Gaunpalika,.26278239,.99643284,.32075813,.55296499,,.19206502,.26058498,.24065658
Nisdi Gaunpalika,.15584415,.99278498,.24392961,.44286191,,.13179022,.166922,.14478494
Bardaghat Municipality,.70025033,.99186486,.77788538,.65316683,,.40282482,.59267998,.58649272
Sunawal Municipality,.69250643,.99483204,.73551923,.70688295,,.3926585,.57274431,.58146542
Ramgram Municipality,.62839878,.98867071,.70794827,.71389663,,.30871764,.48824707,.50435597
Palhinandan Gaunpalika,.51633298,.9905163,.64953256,.76226628,,.2069782,.35885966,.38964653
Sarawal Gaunpalika,.46226415,.97830188,.7457974,.70568883,,.27007467,.361541,.35766348
Pratapapur Gaunpalika,.42067736,.97593582,.65093744,.7484625,,.23219693,.33621836,.35894608
Susta Gaunpalika,.33267328,.97128713,.74259418,.68246526,,.25912794,.28263658,.30223444
Devdaha Municipality,.76181227,.99805826,.76594007,.66625655,,.45475012,.64911807,.6551199
Butwal Sub-Metropolitan City,.94640905,.99781263,.68110424,.76711637,,.8260479,.97010207,.95475382
Sainamaina Municipality,.75834852,.99878567,.67617071,.75454736,,.41293848,.6248771,.62409323
Kanchan Gaunpalika,.6037575,.99743807,.74973369,.71285623,,.34410703,.49791452,.49889243
Gaidahawa Gaunpalika,.35413006,.95694202,.64992839,.7092551,,.2329988,.31212991,.33808708
Suddhodhan Gaunpalika,.60947865,.99336493,.76171213,.68249351,,.33905208,.53874832,.53806359
Siyari Gaunpalika,.63265306,.99257886,.76674074,.65560871,,.34196952,.52851582,.53749967
Tilottama Municipality,.92354739,.99781567,.67259121,.75135779,,.53129399,.83438987,.83912981
Om Satiya Gaunpalika,.77416176,.99211043,.74129206,.65611368,,.3648167,.60377949,.61495847
Rohini Gaunpalika,.61641026,.97641027,.68383604,.76403642,,.24576019,.4449423,.4639937
Siddharthanagar Municipality,.9313392,.99320191,.7698471,.65813476,,.61255431,.85069293,.87877595
Mayadevi Gaunpalika,.49081364,.95713037,.51082379,.67486405,,.24429436,.41247675,.43631104
Lumbini Sanskritik Municipality,.48150888,.95931953,.63025308,.85391474,,.22678536,.37182388,.39199597
Kotahimai Gaunpalika,.35318276,.93839836,.46175945,.71757293,,.15538657,.29286605,.31577408
Sammarimai Gaunpalika,.31899264,.93809026,.53372103,.78244925,,.16757977,.26814127,.28948718
Marchawari Gaunpalika,.23250808,.92787945,.41865402,.68127501,,.13111202,.22066179,.24354321
Banganga Municipality,.60671067,.99559957,.70934755,.75921178,,.38156697,.53870231,.52818382
Buddhabhumi Municipality,.30179557,.97582871,.79271889,.62520772,,.32694089,.30812365,.29632294
Shivaraj Municipality,.42560321,.98190349,.82590002,.55580658,,.34814021,.37369731,.35686311
Bijayanagar Gaunpalika,.14270501,.90947819,.75264078,.64391458,,.23785803,.17832214,.18834557
Krishnanagar Municipality,.34292972,.91955972,.61422968,.80576319,,.22178777,.29872912,.32354537
Maharajganj Municipality,.20726307,.92736936,.57309633,.82237893,,.16246295,.20692296,.23205045
Kapilbastu Municipality,.46758622,.96551722,.67783594,.71538842,,.26811051,.38888299,.41158274
Yasodhara Gaunpalika,.35546038,.95931476,.61192691,.8324337,,.16660447,.28669825,.31800076
Mayadevi Gaunpalika,.42348412,.97401345,.62288016,.88194114,,.19743173,.3246063,.35532033
Shuddhodhan Gaunpalika,.33173996,.93785852,.6391421,.78363204,,.19916469,.27036068,.29768363
Bangalachuli Gaunpalika,.056338027,.96158773,.63089108,.88570899,,.2464176,.13182208,.12932949
Ghorahi Sub-Metropolitan City,.55310547,.98603457,.7378118,.71925497,,.47503921,.50789559,.49078372
Tulsipur Sub-Metropolitan City,.52873564,.99157089,.64601082,.76478881,,.43051535,.48384383,.46779355
Shantinagar Gaunpalika,.12055974,.98493004,.66318572,.7592777,,.25622696,.16473794,.15172693
Babai Gaunpalika,.14491265,.96813977,.57715738,.80463266,,.25081113,.18649298,.18235686
Dangisharan Gaunpalika,.18052256,.97743469,.63115382,.86810672,,.2410309,.1056733,.10843821
Lamahi Municipality,.60579067,.99480325,.61900479,.79553902,,.35775563,.50921005,.50355804
Rapti Gaunpalika,.62779552,.985623,.6928677,.79003936,,.327048,.53299069,.52848166
Gadhawa Gaunpalika,.35877192,.99298245,.74540055,.68125856,,.2761679,.29149628,.28369969
Rajpur Gaunpalika,.12841855,.96195006,.80098069,.62884259,,.30179727,.18068242,.17258812
Rapti Sonari Gaunpalika,.13314646,.96566224,.6673131,.75626111,,.25342566,.17013454,.15938812
Kohalpur Municipality,.7520259,.99675852,.68370861,.7229436,,.43376744,.6148929,.623703
Baijanath Gaunpalika,.60252154,.99601859,.70043784,.77880776,,.28855839,.44240528,.43753949
Khajura Gaunpalika,.5143277,.98457015,.80009449,.6122818,,.29493847,.41024318,.38519624
Janaki Gaunpalika,.50609183,.95032805,.72184908,.70534748,,.3090854,.39856526,.41931877
Nepalganj Sub-Metropolitan City,.78159893,.97945511,.79895729,.6144281,,.58286518,.68002129,.67918372
Duduwa Gaunpalika,.17490119,.90415019,.73838174,.69490296,,.24862769,.18694079,.1919861
Narainapur Gaunpalika,.046021093,.94726747,.63834053,.82771051,,.20255528,.1352178,.13842827
Bansgadhi Municipality,.34588563,.98675036,.67632979,.8039552,,.27053183,.31881413,.31657425
Barbardiya Municipality,.26950818,.97573769,.4378871,.68572932,,.1739836,.25765762,.26162565
Thakurbaba Municipality,.32061687,.9918831,.58133012,.85509533,,.25244081,.29932213,.29792532
Geruwa Gaunpalika,.39354187,.99394554,.50092429,.77072197,,.18792513,.3606275,.35551709
Rajapur Municipality,.44509947,.98820931,.35828331,.57485116,,.15770191,.35400707,.34572366
Madhuwan Municipality,.37800154,.97443843,.69391125,.78548235,,.27381596,.33834592,.34632659
Gulariya Municipality,.30899256,.93914807,.80218941,.60171527,,.31680387,.30302775,.28278026
Badhaiyatal Gaunpalika,.47878787,.96515149,.75351661,.68882066,,.26501313,.39236718,.38897198
Dolpo Buddha Gaunpalika,.010471204,.98429322,.013437171,.026874337,,-.001962858,.065948799,.035948202
Shey Phoksundo Gaunpalika,.011538462,.98461539,.044459995,.087806821,,.0030315584,.026297817,-.034061432
Jagadulla Gaunpalika,.039215688,.97549021,.57963139,.8693043,,.26390478,.10167097,.089645587
Mudkechula Gaunpalika,.015527951,.98447204,.41749021,.76737732,,.20846842,.082948789,.070581347
Tripurasundari Municipality,.078095235,.99619049,.43942928,.70982599,,.21709307,.11924262,.10068659
Thulibheri Municipality,.1557377,.99795079,.2883743,.53059834,,.3958419,.1730914,.15308058
Kaike Gaunpalika,.033210333,.98892987,.27405927,.49334794,,.11417824,.044636779,.015996026
Chharka Tangsong Gaunpalika,.060606062,1,.03617508,.071138993,,.033915292,.11469057,.060765117
Mugumakarmarog Gaunpalika,.037037037,.99715102,.50453997,.83676142,,.24233983,.15031873,.17086704
Chhayanath Rara Municipality,.17562254,.97247708,.41930553,.78175503,,.30583683,.2192529,.19844405
Soru Gaunpalika,.032818533,.99227798,.30967823,.59112018,,.15468858,.098490365,.07258001
Khatyad Gaunpalika,.051199999,.95200002,.40008807,.79373074,,.19816095,.14995356,.13522866
Chankheli Gaunpalika,.0031055901,.98136646,.38949075,.65064389,,.12492474,.044458933,.020093082
Kharpunath Gaunpalika,.010989011,.98076922,.5082733,.73625869,,.18397361,.073322058,.050049402
Simkot Gaunpalika,.014414415,.97657657,.56965572,.85732543,,.4303605,.12844443,.12028839
Namkha Gaunpalika,.015384615,.98461539,.19591181,.3852348,,.1045532,.092025369,.10598877
Sarkegad Gaunpalika,.014767933,.9662447,.46701047,.74410731,,.17057951,.096322328,.079161815
Adanchuli Gaunpalika,.013550135,.8888889,.52734154,.84755427,,.1746242,.090308219,.090396442
Tanjakot Gaunpalika,.037854891,.96214509,.39422888,.77077633,,.13027032,.063081257,.061737612
Patarasi Gaunpalika,.0098846788,1,.21646126,.40227398,,.10020388,.082228452,.057696652
Kanaka Sundari Gaunpalika,.044280443,.99261993,.36676592,.69259381,,.18995434,.11483447,.12452381
Sinja Gaunpalika,.042682927,.98780489,.31109706,.60300773,,.12683439,.086310573,.060048562
Chandannath Municipality,.32833958,.9975031,.44945925,.7253899,,.465689,.3492029,.3350656
Guthichaur Gaunpalika,.017857144,.99206346,.35189921,.65166837,,.16298567,.082289949,.067093976
Tatopani Gaunpalika,.023140496,.98677689,.36506146,.70843852,,.14435928,.083560906,.063357867
Tila Gaunpalika,.020715632,.98305082,.26053703,.51732177,,.11989727,.086730726,.075081483
Hima Gaunpalika,.0042735045,.99358976,.28581357,.56970114,,.11962589,.077099465,.046592314
Palata Gaunpalika,.047272727,.96909094,.39142564,.78071702,,.15228666,.11791312,.1041535
Pachal Jharana Gaunpalika,.070422538,.99597585,.42441511,.79510254,,.15393913,.11717932,.1183371
Raskot Municipality,.057627119,.96779662,.50586832,.91443461,,.19547045,.10621584,.12573625
Sanni Tribeni Gaunpalika,.035928145,.96606785,.43329898,.85353112,,.14830564,.071795501,.08037582
Naraharinath Gaunpalika,.066951565,.99430197,.45682883,.90103805,,.17561443,.12169193,.12919936
Khandachakra Municipality,.21491228,.99122804,.44874719,.89337003,,.26689672,.18992281,.19871829
Tilagupha Municipality,.080204777,.96416384,.31521311,.62673789,,.15821503,.10530957,.084422059
Mahawai Gaunpalika,.046272494,.92802054,.29045182,.55553579,,.14888716,.11369231,.080315895
Shuva Kalika Gaunpalika,.035120148,.97042513,.485324,.83731133,,.17501119,.096813932,.099115387
Naumule Gaunpalika,.063037246,.97277939,.64694732,.88906443,,.26037583,.11528537,.12017972
Mahabu Gaunpalika,.089153044,.96433878,.6091792,.86237603,,.20641288,.13815591,.15359829
Bhairabi Gaunpalika,.11095306,.97439545,.51023954,.82855946,,.18860224,.14541751,.15900166
Thantikandh Gaunpalika,.036363635,.96515149,.4847827,.85244155,,.16780895,.12201534,.11376797
Aathbis Municipality,.095953755,.94104046,.55787659,.88736349,,.21114363,.13752981,.14391643
Chamunda Bindrasaini Municipality,.071794875,.97435898,.52568519,.88444167,,.18386197,.14002573,.15313642
Dullu Municipality,.065923862,.97214484,.45072341,.84291536,,.16639201,.11764783,.12417866
Narayan Municipality,.28715083,.96983242,.57321721,.8582015,,.39779201,.32601893,.32553139
Bhagawatimai Gaunpalika,.041269843,.97460318,.47865185,.91035008,,.18491897,.1048931,.10968944
Dungeshwor Gaunpalika,.087804876,.97398376,.60403496,.86027777,,.23527214,.1127108,.11916533
Gurans Gaunpalika,.077134989,.9710744,.5149135,.81330585,,.20991932,.13751347,.13752641
Barekot Gaunpalika,.048120301,.93984962,.4874953,.81716281,,.19686018,.14428413,.13342573
Kuse Gaunpalika,.064425774,.96918768,.46900168,.80955029,,.18063983,.11729511,.12121352
Junichande Gaunpalika,.052706555,.91595441,.49575704,.85758716,,.17654864,.12737338,.12830232
Chhedagad Municipality,.061181433,.96097046,.51028472,.86148822,,.20431407,.1250554,.12572208
Shivalaya Gaunpalika,.0989011,.98351645,.3857052,.69528937,,.21606475,.16325745,.14673121
Bheri Municipality,.17669173,.96428573,.59463465,.88462228,,.33429751,.23222777,.23132004
Nalgad Municipality,.084507041,.93075114,.61216021,.87692487,,.2864821,.15146585,.14536923
Aathabisakot Municipality,.048304215,.96505654,.57885164,.87279814,,.23553281,.11099922,.10416661
Sanibheri Gaunpalika,.055415615,.98866498,.51602161,.79384989,,.20917363,.13564621,.12085277
Banphikot Gaunpalika,.032742154,.98362893,.45764992,.74622864,,.19644994,.10910456,.098626807
Musikot Municipality,.24881291,.99335235,.52948493,.80470943,,.40482622,.29106757,.27647424
Tribeni Gaunpalika,.080851063,.98014182,.45570254,.7249791,,.23888607,.16705623,.14817683
Chaurjahari Municipality,.099020675,.99129486,.54593766,.8149811,,.26474276,.16808116,.1673927
Darma Gaunpalika,.02991453,.98148149,.36019647,.70400554,,.16932566,.12867725,.10470822
Kumakh Gaunpalika,.067650676,.99015993,.4088569,.68460751,,.15828463,.12117647,.10217716
Banagad Kupinde Municipality,.1026971,.97821575,.59262687,.85429466,,.25948009,.14589016,.13614345
Siddha Kumakh Gaunpalika,.051878355,.97495526,.27192938,.5054419,,.11391687,.10982794,.090728603
Bagachour Municipality,.081443302,.98762888,.33483517,.59199011,,.17872848,.1513322,.11857655
Chhatreshwori Gaunpalika,.078005113,.97314578,.52430809,.78742677,,.22044402,.13931596,.12807569
Sharada Municipality,.24319249,.98122066,.35340688,.60257357,,.27559596,.25993302,.23678148
Kalimati Gaunpalika,.045513652,.96098828,.60368353,.90180182,,.24698082,.11125676,.10641456
Tribeni Gaunpalika,.066957787,.95924306,.53720772,.84787452,,.2334349,.13962682,.12388112
Kapurkot Gaunpalika,.051928785,.96884274,.60446483,.89292556,,.26805118,.12268505,.12448876
Simta Gaunpalika,.12121212,.98601401,.54817021,.86603057,,.21494518,.16616912,.1669516
Chingad Gaunpalika,.094527364,.97346598,.47500843,.74385005,,.21393776,.14857663,.13343285
Lekabeshi Municipality,.10777202,.97305697,.61983186,.87999105,,.26882041,.13584581,.13471636
Gurbhakot Municipality,.19951923,.98717946,.66314811,.88721913,,.28010476,.21070823,.20717423
Bheriganga Municipality,.24817519,.97810221,.59095103,.88367277,,.28070074,.23863985,.24281977
Birendranagar Municipality,.77426159,.99367088,.55655426,.76235259,,.55686641,.67273712,.65326041
Barahatal Gaunpalika,.054147467,.95161289,.6650241,.88832027,,.26305205,.1224236,.13017435
Panchapuri Municipality,.096774191,.96975809,.6098969,.88387948,,.24103062,.13219011,.14233638
Chaukune Gaunpalika,.047559448,.97496873,.63809985,.88973033,,.23458022,.10956196,.10693486
Himali Gaunpalika,.035955057,.97078651,.2896204,.55371743,,.096923165,.054981768,.031852353
Gaumul Gaunpalika,.0074257427,1,.27648008,.55296022,,.14160508,.094285443,.086348206
Budhinanda Municipality,.12626995,.92743105,.48015016,.84433335,,.22375268,.14343351,.14976975
Swamikartik Khapar Gaunpalika,.032323234,.9878788,.47618037,.94091082,,.14757685,.084688462,.096630022
